I.,II.,II.,III.A,III.A,III.B,III.B,III.B,IV.A.1,IV.A.2,IV.A.3,IV.B.1,IV.B.2,IV.B.3,IV.B.4,IV.C.1,IV.C.3,IV.C.3,IV.C.3,IV.C.4,IV.C.4,IV.C.5,IV.D.1,IV.D.1,IV.D.2,IV.D.3,IV.B.2,IV.B.2,IV.C.1,IV.C.2,IV.C.3,IV.C.3,IV.C.3,IV.C.4,IV.C.4,IV.C.5,IV.C.5,IV.D.1,IV.D.1,IV.D.2,IV.D.3,IV.B.3,IV.B.3,IV.C.1,IV.C.2,IV.C.3,IV.C.3,IV.C.3,IV.C.4,IV.C.4,IV.C.5,IV.C.5,IV.C.6,IV.C.6,IV.D.1,IV.D.1,IV.D.2,IV.D.3,IV.D.4,IV.B.4,IV.B.4,IV.C.1,IV.C.2,IV.C.3,IV.C.3,IV.C.3,IV.C.4,IV.C.4,IV.C.5,IV.C.5,IV.C.6,IV.C.6,IV.D.1,IV.D.1,IV.D.2,IV.D.3,IV.D.4,IV.D.5,IV.B.5.,IV.B.5.,,IV.C.1,IV.C.2,IV.C.5,IV.C.5,IV.C.6,IV.C.6,IV.D.3,IV.D.4,IV.D.5,IV.B.6.,IV.B.6.,IV.B.6.,IV.B.6.,IV.B.6.,IV.C.1,IV.C.5,IV.C.6,IV.D.3,IV.D.3,IV.D.4,IV.B.7.,IV.B.7.,IV.C.1,IV.C.2,IV.D.5,IV.,V.A
HI,Hawaii,Hawaii,V-1.75,"Resort-Hotel - 1,750 square feet",Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.34,20,8,20,,NONE,2,NONE,45,NONE,NONE,No,No,0.34,6,20,8,20,NONE,NONE,4,4,,45,,,No,No,0.34,25,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,No,No,0.34,25,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,NONE,Prohibited,,,,,,,,,,,,Prohibited,,,,,,,,,,,,No,,,,"Height: Hilo = 125ft, Keauhou Bay = 90ft,  Kahaluu Bay= 90ft; In case any of the permitted uses have dormitories, two beds shall be equivalent to one separate rentable unit for purposes related to the required land area in the V district; Side yards, eight feet for one story, and an additional two feet for each additional story.",
HI,Hawaii,Hawaii,V-2,"Resort-Hotel - 2,000 square feet",Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.34,20,8,20,,NONE,2,NONE,45,NONE,NONE,No,No,0.34,6,20,8,20,NONE,NONE,4,4,,45,,,No,No,0.34,22,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,No,No,0.34,22,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,NONE,Prohibited,,,,,,,,,,,,Prohibited,,,,,,,,,,,,No,,,,"Height: Hilo = 125ft, Keauhou Bay = 90ft,  Kahaluu Bay= 90ft; In case any of the permitted uses have dormitories, two beds shall be equivalent to one separate rentable unit for purposes related to the required land area in the V district; Side yards, eight feet for one story, and an additional two feet for each additional story.",
HI,Hawaii,Hawaii,V-2.0,"Resort-Hotel - 2,000 square feet",Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.34,20,8,20,,NONE,2,NONE,45,NONE,NONE,No,No,0.34,6,20,8,20,NONE,NONE,4,4,,45,,,No,No,0.34,22,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,No,No,0.34,22,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,NONE,Prohibited,,,,,,,,,,,,Prohibited,,,,,,,,,,,,No,,,,"Height: Hilo = 125ft, Keauhou Bay = 90ft,  Kahaluu Bay= 90ft; In case any of the permitted uses have dormitories, two beds shall be equivalent to one separate rentable unit for purposes related to the required land area in the V district; Side yards, eight feet for one story, and an additional two feet for each additional story.",
HI,Hawaii,Hawaii,V-2.25,"Resort-Hotel - 2,250 square feet",Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.34,20,8,20,,NONE,2,NONE,45,NONE,NONE,No,No,0.34,6,20,8,20,NONE,NONE,4,4,,45,,,No,No,0.34,19,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,No,No,0.34,19,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,NONE,Prohibited,,,,,,,,,,,,Prohibited,,,,,,,,,,,,No,,,,"Height: Hilo = 125ft, Keauhou Bay = 90ft,  Kahaluu Bay= 90ft; In case any of the permitted uses have dormitories, two beds shall be equivalent to one separate rentable unit for purposes related to the required land area in the V district; Side yards, eight feet for one story, and an additional two feet for each additional story.",
HI,Hawaii,Hawaii,V-2a,Resort-Hotel - 2 acres,Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,2,20,8,20,,NONE,2,NONE,45,NONE,NONE,No,No,2,1,20,8,20,NONE,NONE,4,4,,45,,,No,No,0.34,1,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,No,No,0.34,1,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,NONE,Prohibited,,,,,,,,,,,,Prohibited,,,,,,,,,,,,No,,,,"Height: Hilo = 125ft, Keauhou Bay = 90ft,  Kahaluu Bay= 90ft; In case any of the permitted uses have dormitories, two beds shall be equivalent to one separate rentable unit for purposes related to the required land area in the V district; Side yards, eight feet for one story, and an additional two feet for each additional story.",
HI,Hawaii,Hawaii,V-4,"Resort-Hotel - 4,000 square feet",Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.34,20,8,20,,NONE,2,NONE,45,NONE,NONE,No,No,0.34,6,20,8,20,NONE,NONE,4,4,,45,,,No,No,0.34,11,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,No,No,0.34,11,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,NONE,Prohibited,,,,,,,,,,,,Prohibited,,,,,,,,,,,,No,,,,"Height: Hilo = 125ft, Keauhou Bay = 90ft,  Kahaluu Bay= 90ft; In case any of the permitted uses have dormitories, two beds shall be equivalent to one separate rentable unit for purposes related to the required land area in the V district; Side yards, eight feet for one story, and an additional two feet for each additional story.",
HI,Hawaii,Hawaii,V-6,"Resort-Hotel - 6,000 square feet",No,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.34,20,8,20,,NONE,2,NONE,45,NONE,NONE,No,No,0.34,6,20,8,20,NONE,NONE,4,4,,45,,,No,No,0.34,11,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,No,No,0.34,11,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,NONE,Prohibited,,,,,,,,,,,,Prohibited,,,,,,,,,,,,No,,,,"Height: Hilo = 125ft, Keauhou Bay = 90ft,  Kahaluu Bay= 90ft; In case any of the permitted uses have dormitories, two beds shall be equivalent to one separate rentable unit for purposes related to the required land area in the V district; Side yards, eight feet for one story, and an additional two feet for each additional story.",
HI,Hawaii,Hawaii,V-7,"Resort-Hotel - 2,250 square feet",Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.34,20,8,20,,NONE,2,NONE,45,NONE,NONE,No,No,0.34,6,20,8,20,NONE,NONE,4,4,,45,,,No,No,0.34,19,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,No,No,0.34,19,20,8,20,NONE,NONE,1.25,1.25,No,No,NONE,45,NONE,NONE,NONE,NONE,Prohibited,,,,,,,,,,,,Prohibited,,,,,,,,,,,,No,,,,"Height: Hilo = 125ft, Keauhou Bay = 90ft,  Kahaluu Bay= 90ft; In case any of the permitted uses have dormitories, two beds shall be equivalent to one separate rentable unit for purposes related to the required land area in the V district; Side yards, eight feet for one story, and an additional two feet for each additional story.",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Missing V6.0,State,Jurisdiction,County,Abbreviated District Name,Full District Name,District Mapped,District Mapped But Extinct,Overlay,Type of Zoning District,Affordable Housing District,Elderly Housing District,1-Family Treatment,2-Family Treatment,3-Family Treatment,4+-Family Treatment,1-Family Min. Lot (ACRES),1-Family Front Setback (# of feet),1-Family Side Setback (# of feet) ,1-Family Rear Setback (# of feet) ,1-Family Max. Lot Coverage - Buildings (%),1-Family Max. Lot Coverage - Buildings & Impervious Surface (%),1-Family Min. # Parking Spaces,1-Family Max. Height (# of stories),1-Family Max. Height (# of feet),1-Family Floor to Area Ratio,1-Family Min. Unit Size (SF),2-Family Affordable Housing Only,2-Family Elderly Housing Only,2-Family Min. Lot (ACRES),2-Family Max. Density (UNITS/ACRE),2-Family Front Setback (# of feet),2-Family Side Setback (# of feet) ,2-Family Rear Setback (# of feet) ,2-Family Max. Lot Coverage - Buildings (%),2-Family Max. Lot Coverage - Buildings & Impervious Surface (%),2-Family Min. # Parking Spaces Per Studio or 1BR,2-Family Min. # Parking Spaces Per 2+ BR,2-Family Max. Height (# of stories),2-Family Max. Height (# of feet),2-Family Floor to Area Ratio,2-Family Min. Unit Size (SF),3-Family Affordable Housing Only,3-Family Elderly Housing Only,3-Family Min. Lot (ACRES),3-Family Max. Density (UNITS/ACRE),3-Family Front Setback (# of feet),3-Family Side Setback (# of feet) ,3-Family Rear Setback (# of feet) ,3-Family Max. Lot Coverage - Buildings (%),3-Family Max. Lot Coverage - Buildings & Impervious Surface (%),3-Family Min. # Parking Spaces Per Studio or 1BR,3-Family Min. # Parking Spaces Per 2+ BR,3-Family Connection to Sewer and/or Water Required,3-Family Connection or Proximity to Public Transit Required,3-Family Max. Height (# of stories),3-Family Max. Height (# of feet),3-Family Floor to Area Ratio,3-Family Min. Unit Size (SF),3-Family Max. # Bedrooms Per Unit,4+-Family Affordable Housing Only,4+-Family Elderly Housing Only,4+-Family Min. Lot (ACRES),4+-Family Max. Density (UNITS/ACRE),4+-Family Front Setback (# of feet),4+-Family Side Setback (# of feet) ,4+-Family Rear Setback (# of feet) ,4+-Family Max. Lot Coverage - Buildings (%),4+-Family Max. Lot Coverage - Buildings & Impervious Surface (%),4+-Family Min. # Parking Spaces Per Studio or 1BR,4+-Family Min. # Parking Spaces Per 2+ BR,4+-Family Connection to Sewer and/or Water Required,4+-Family Connection or Proximity to Public Transit Required,4+-Family Max. Height (# of stories),4+-Family Max. Height (# of feet),4+-Family Floor to Area Ratio,4+-Family Min. Unit Size (SF),4+-Family Max. # Bedrooms Per Unit,4+-Family Max. # Units Per Building,Affordable Housing (AH) Treatment,AH - Definition,AH - Elderly Housing Only,AH Min. Lot (ACRES),AH Max. Density (UNITS/ACRE),AH Min. # Parking Spaces Per Studio or 1BR,AH Min. # Parking Spaces Per 2+ BR,AH Connection to Sewer and/or Water Required,AH Connection or Proximity to Public Transit Required,AH Min. Unit Size (SF),AH Max. # Bedrooms Per Unit,AH Max. # Units Per  Building,Accessory Dwelling Unit (ADU) Treatment,ADU Employee or Family Occupancy Required,ADU Renter Occupancy Prohibited,ADU Owner Occupancy Required,ADU Elderly Housing Only,ADU Min. Lot (acres),ADU Min. # Parking Spaces (Additional to Main Unit),"ADU Restricted to Only Primary Structure (i.e., No Outbuildings like Garages)",ADU Max. Size (% of Main Unit),ADU Max. Size (SF),ADU Max. # Bedrooms Per Unit,Planned Residential Development (PRD) Treatment,Mobile or Manufactured Home Park (Y/N),PRD Min. Lot (Acres),PRD Max. Density (Units/Acre),PRD Max. # Units Per Development,Special Notes,Tooltip Notes
HI,Honolulu,Honolulu,P-1,P-1 Preservation - Restricted,Yes,No,No/tbd,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,Honolulu,Honolulu,F-1,F-1 Preservation - Military and federal,Yes,No,No/tbd,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Prohibited,,,,,N/A,N/A,,,N/A,,,,,,,,
HI,Honolulu,Honolulu,P-2,P-2 Preservation - General,Yes,No,No,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prohibited,,,,,,,,,,,,Allowed/Conditional,Yes,No,No,No,N/A,"1, unless ADU is w/in one half-mile of a rail transit station",No,N/A,1000,None,Prohibited,,,,,,
HI,Honolulu,Honolulu,AG-1,AG-1 Agricultural - Restricted,Yes,No,No,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Prohibited,,,,,N/A,N/A,,,N/A,,,,,,,"Sec. 21-5.250 Farm dwellings.
(a) In the AG-1 district, the number of farm dwellings shall not exceed one for each five acres of lot area. In
the AG-2 district, the number of farm dwellings shall not exceed one for each two acres of lot area.
(b) Each farm dwelling and any accessory uses shall be contained within an area not to exceed 5,000 square
feet of the lot",
HI,Honolulu,Honolulu,AG-2,AG-2 Agricultural - General,Yes,No,No,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Prohibited,,,,,N/A,N/A,,,N/A,,,,,,,"Sec. 21-5.250 Farm dwellings.
(a) In the AG-1 district, the number of farm dwellings shall not exceed one for each five acres of lot area. In
the AG-2 district, the number of farm dwellings shall not exceed one for each two acres of lot area.
(b) Each farm dwelling and any accessory uses shall be contained within an area not to exceed 5,000 square
feet of the lot",
HI,Honolulu,Honolulu,C,C Country,Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,1.000,15,10,10,"25%, for nonagricultural structures","None, ""Building area"" includes ""all-weather surfaces"", which are basically roads or concrete pads for building on, but do not include all impervious surfaces","Excluding carport or garage areas: 
2 per unit up to 3,249 square feet of floor area
3 per unit from 3,250 to 3,999 square feet of floor area
4 per unit from 4,000 to 4,749 square feet of floor rea
1 additional for each 750 square feet of floor area over 4,000 square feet",N/A,"Baseline: 15 ft    

If w/ height setbacks:  25 ft, set back from every side
and rear buildable area boundary line one foot for each two feet of additional height above 15 feet 

Except if lot has a slope of 15 degrees or greater, in which case the maximum height varies from 20 feet at the edge of the buildable area along to up to 30 feet along a line measured 60 degrees from the horizontal top of the 20 foot heigh. ",None,None,No,No,1.000,,15,10,10,"25%, for nonagricultural structures","None, ""Building area"" includes ""all-weather surfaces"", which are basically roads or concrete pads for building on, but do not include all impervious surfaces","Excluding carport or garage areas: 
2 per unit up to 3,249 square feet
3 per unit from 3,250 to 3,999 square feet
4 per unit from 4,000 to 4,749 square feet
1 additional for each 750 square feet over 4,000 square feet",N/A,N/A,"Baseline: 15 ft    

If w/ height setbacks:  25 ft, set back from every side
and rear buildable area boundary line one foot for each two feet of additional height above 15 feet 

Except if lot has a slope of 15 degrees or greater, in which case the maximum height varies from 20 feet at the edge of the buildable area along to up to 30 feet along a line measured 60 degrees from the horizontal top of the 20 foot heigh. ",None,None,No,No,3,1 dwelling/acre,10/dwelling lot,5/dwelling lot,5/dwelling lot,"25%, for nonagricultural structures","None, ""Building area"" includes ""all-weather surfaces"", which are basically roads or concrete pads for building on, but do not include all impervious surfaces",specified in the approval of the country cluster (PRD) plan,specified in the approval of the country cluster (PRD) plan,Yes,No,N/A,"Baseline: 15 ft    

If w/ height setbacks:  25 ft, set back from every side
and rear buildable area boundary line one foot for each two feet of additional height above 15 feet 

Except if lot has a slope of 15 degrees or greater, in which case the maximum height varies from 20 feet at the edge of the buildable area along to up to 30 feet along a line measured 60 degrees from the horizontal top of the 20 foot heigh. ",None,None,None,No,No,3,1 dwelling/acre,10/dwelling lot,5/dwelling lot,5/dwelling lot,"25%, for nonagricultural structures","None, ""Building area"" includes ""all-weather surfaces"", which are basically roads or concrete pads for building on, but do not include all impervious surfaces",specified in the approval of the country cluster (PRD) plan,specified in the approval of the country cluster (PRD) plan,Yes,No,N/A,"Baseline: 15 ft    

If w/ height setbacks:  25 ft, set back from every side
and rear buildable area boundary line one foot for each two feet of additional height above 15 feet 

Except if lot has a slope of 15 degrees or greater, in which case the maximum height varies from 20 feet at the edge of the buildable area along to up to 30 feet along a line measured 60 degrees from the horizontal top of the 20 foot heigh. ",None,None,None,4,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,No,No,Yes,No,0.0803,"1, unless ADU is w/in one half-mile of a rail transit station, in which case, 0",No,N/A,"400 for lots under 5000 square feet
800 for lots of or over 5000 square feet",None,Allowed/Conditional,No,3,1,None,"NEEDS TO INCLUDE THE OTHER KIND OF PRD, whether that turns out to be cluster or PD-H

3 and 4+ family housing allowed, but only in a PRD (""country cluster""), and with no more than 4 dwelling units per structure",
HI,Honolulu,Honolulu,R-20,R-20 Residential,Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Prohibited,0.459,,,,50% of zoning area,75% of zoning area,"2 per unit up to 3,249 square feet of floor area
3 per unit from 3,250 to 3,999 square feet of floor area
4 per unit from 4,000 to 4,749 square feet of floor rea
1 additional for each 750 square feet of floor area over 4,000 square feet",N/A,25-30 ft ,0.6 / without extra standards needed,,No,No,0.574,,,,,50% of zoning area,75% of zoning area,"2 per unit up to 3,249 square feet
3 per unit from 3,250 to 3,999 square feet
4 per unit from 4,000 to 4,749 square feet
1 additional for each 750 square feet over 4,000 square feet","1 per 1,000sqft",25-30,25-30 ft squared,0.6 / without extra standards needed,,,,,,,,,,,less than 600 ft. 1 less than 800 ft. 1.5 anything more 2,less than 600 ft. 1 less than 800 ft. 1.5 anything more 3,,,,,,,,,,,,,,,,,less than 600 ft. 1 less than 800 ft. 1.5 anything more 2,less than 600 ft. 1 less than 800 ft. 1.5 anything more 3,,,,,,,,,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,,,,,3500,1,,,400 / 800,,,,,,,"RESIDENTIAL 1 per 1,000 square feet Dwellings; boarding facilities; consulates: group living facilities; hotels of private dwelling or lodging area, not including areas identified in (b)(2)(A)",
HI,Honolulu,Honolulu,R-10,R-10 Residential,Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Prohibited,0.230,,,,50% of zoning area,75% of zoning area,"2 per unit up to 3,249 square feet of floor area
3 per unit from 3,250 to 3,999 square feet of floor area
4 per unit from 4,000 to 4,749 square feet of floor rea
1 additional for each 750 square feet of floor area over 4,000 square feet",N/A,25-30 ft,0.6 / without extra standards needed,,No,No,0.344,,,,,50% of zoning area,75% of zoning area,"2 per unit up to 3,249 square feet
3 per unit from 3,250 to 3,999 square feet
4 per unit from 4,000 to 4,749 square feet
1 additional for each 750 square feet over 4,000 square feet","1 per 1,000sqft",25-30,25-30 ft squared,0.6 / without extra standards needed,,,,,,,,,,,less than 600 ft. 1 less than 800 ft. 1.5 anything more 3,less than 600 ft. 1 less than 800 ft. 1.5 anything more 4,,,,,,,,,,,,,,,,,less than 600 ft. 1 less than 800 ft. 1.5 anything more 3,less than 600 ft. 1 less than 800 ft. 1.5 anything more 4,,,,,,,,,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,,,,,3500,1,,,400 / 800,,,,,,,"RESIDENTIAL 1 per 1,000 square feet Dwellings; boarding facilities; consulates: group living facilities; hotels of private dwelling or lodging area, not including areas identified in (b)(2)(A)",
HI,Honolulu,Honolulu,R-7.5,R-7.5 Residential,Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Prohibited,0.172,,,,50% of zoning area,75% of zoning area,"2 per unit up to 3,249 square feet of floor area
3 per unit from 3,250 to 3,999 square feet of floor area
4 per unit from 4,000 to 4,749 square feet of floor rea
1 additional for each 750 square feet of floor area over 4,000 square feet",N/A,25-30 ft ,0.6 / without extra standards needed,,No,No,0.321,,,,,50% of zoning area,75% of zoning area,"2 per unit up to 3,249 square feet
3 per unit from 3,250 to 3,999 square feet
4 per unit from 4,000 to 4,749 square feet
1 additional for each 750 square feet over 4,000 square feet","1 per 1,000sqft",25-30,25-30 ft squared,0.6 / without extra standards needed,,,,,,,,,,,less than 600 ft. 1 less than 800 ft. 1.5 anything more 4,less than 600 ft. 1 less than 800 ft. 1.5 anything more 5,,,,,,,,,,,,,,,,,less than 600 ft. 1 less than 800 ft. 1.5 anything more 4,less than 600 ft. 1 less than 800 ft. 1.5 anything more 5,,,,,,,,,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,,,,,3500,1,,,400 / 800,,,,,,,"RESIDENTIAL 1 per 1,000 square feet Dwellings; boarding facilities; consulates: group living facilities; hotels of private dwelling or lodging area, not including areas identified in (b)(2)(A)",
HI,Honolulu,Honolulu,R-5,R-5 Residential,Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Prohibited,0.115,,,,50% of zoning area,75% of zoning area,"2 per unit up to 3,249 square feet of floor area
3 per unit from 3,250 to 3,999 square feet of floor area
4 per unit from 4,000 to 4,749 square feet of floor rea
1 additional for each 750 square feet of floor area over 4,000 square feet",N/A,25-30 ft ,0.6 / without extra standards needed,,No,No,0.172,,,,,50% of zoning area,75% of zoning area,"2 per unit up to 3,249 square feet
3 per unit from 3,250 to 3,999 square feet
4 per unit from 4,000 to 4,749 square feet
1 additional for each 750 square feet over 4,000 square feet","1 per 1,000sqft",25-30,25-30 ft squared,0.6 / without extra standards needed,,,,,,,,,,,less than 600 ft. 1 less than 800 ft. 1.5 anything more 5,less than 600 ft. 1 less than 800 ft. 1.5 anything more 6,,,,,,,,,,,,,,,,,less than 600 ft. 1 less than 800 ft. 1.5 anything more 5,less than 600 ft. 1 less than 800 ft. 1.5 anything more 6,,,,,,,,,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,,,,,3500,1,,,400 / 800,,,,,,,"RESIDENTIAL 1 per 1,000 square feet Dwellings; boarding facilities; consulates: group living facilities; hotels of private dwelling or lodging area, not including areas identified in (b)(2)(A)",
HI,Honolulu,Honolulu,R-3.5,R-3.5 Residential,Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Prohibited,0.080,,,,50% of zoning area,75% of zoning area,"2 per unit up to 3,249 square feet of floor area
3 per unit from 3,250 to 3,999 square feet of floor area
4 per unit from 4,000 to 4,749 square feet of floor rea
1 additional for each 750 square feet of floor area over 4,000 square feet",N/A,25-30 ft ,0.6 / without extra standards needed,,No,No,0.161,,,,,50% of zoning area,75% of zoning area,"2 per unit up to 3,249 square feet
3 per unit from 3,250 to 3,999 square feet
4 per unit from 4,000 to 4,749 square feet
1 additional for each 750 square feet over 4,000 square feet","1 per 1,000sqft",25-30,25-30 ft squared,0.6 / without extra standards needed,,,,,,,,,,,less than 600 ft. 1 less than 800 ft. 1.5 anything more 6,less than 600 ft. 1 less than 800 ft. 1.5 anything more 7,,,,,,,,,,,,,,,,,less than 600 ft. 1 less than 800 ft. 1.5 anything more 6,less than 600 ft. 1 less than 800 ft. 1.5 anything more 7,,,,,,,,,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,,,,,3500,1,,,400 / 800,,,,,,,"RESIDENTIAL 1 per 1,000 square feet Dwellings; boarding facilities; consulates: group living facilities; hotels of private dwelling or lodging area, not including areas identified in (b)(2)(A)",
HI,Honolulu,Honolulu,A-1,A-1 Apartment - Low-density,Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.172,,,,"60% if < 7,500 sqft
50% if 7,500 - 20,000 sqft
40% if > 20,000 sqft",None,"2 per unit up to 3,249 square feet of floor area
3 per unit from 3,250 to 3,999 square feet of floor area
4 per unit from 4,000 to 4,749 square feet of floor rea
1 additional for each 750 square feet of floor area over 4,000 square feet",N/A,30 ft,n/a,,No,No,0.172,,,,,"60% if < 7,500 sqft
50% if 7,500 - 20,000 sqft
40% if > 20,000 sqft",None,"2 per unit up to 3,249 square feet
3 per unit from 3,250 to 3,999 square feet
4 per unit from 4,000 to 4,749 square feet
1 additional for each 750 square feet over 4,000 square feet",TBD - Discrepancy,,30,"Less than 10,000 FAR = (.00003 x lot area) + 0.3 10,000 - 40,000 FAR = (.00001 x lot area) + 0.5  Over 40,000  FAR = 0.9 ",,No,No,0.172,,,,,TBD - Discrepancy,,,TBD - Discrepancy,,,,30,"Less than 10,000 FAR = (.00003 x lot area) + 0.3 10,000 - 40,000 FAR = (.00001 x lot area) + 0.5  Over 40,000  FAR = 0.9 ",,,No,No,0.172,"Lot area (sq. ft.) Less than 10,000 10,000 - 40,000 Over 40,000 FAR calculation FAR = (.00003 x lot area) + 0.3 FAR = (.00001 x lot area) + 0.5 FAR = 0.9",,,,TBD - Discrepancy,TBD - Discrepancy,1 per 1000 sqft,1 per 1000 sqft,,,,30,"Less than 10,000 FAR = (.00003 x lot area) + 0.3 10,000 - 40,000 FAR = (.00001 x lot area) + 0.5  Over 40,000  FAR = 0.9 ",,,,Not Mentioned,,,,,,,,,,,,Prohibited,,,,,N/A,N/A,,,N/A,,,,,,,Special needs housing for the elderly - Conditional Use Permit-major subject to standards in Article 5; public hearing required,
