,id,State,Jurisdiction,AbbreviatedDistrict,ZoneAcres,FedStateAcres,MunicipalAcres,State_from_zoning,Jurisdiction_from_zoning,County,Abbreviated District Name,Full District Name,District Mapped,District Mapped But Extinct,Overlay,Type of Zoning District,Affordable Housing District,Elderly Housing District,1-Family Treatment,2-Family Treatment,3-Family Treatment,4+-Family Treatment,1-Family Min. Lot (ACRES),1-Family Front Setback (# of feet),1-Family Side Setback (# of feet),1-Family Rear Setback (# of feet),1-Family Max. Lot Coverage - Buildings (%),1-Family Max. Lot Coverage - Buildings & Impervious Surface (%),1-Family Min. # Parking Spaces,1-Family Max. Height (# of stories),1-Family Max. Height (# of feet),1-Family Floor to Area Ratio,1-Family Min. Unit Size (SF),2-Family Affordable Housing Only,2-Family Elderly Housing Only,2-Family Min. Lot (ACRES),2-Family Max. Density (UNITS/ACRE),2-Family Front Setback (# of feet),2-Family Side Setback (# of feet),2-Family Rear Setback (# of feet),2-Family Max. Lot Coverage - Buildings (%),2-Family Max. Lot Coverage - Buildings & Impervious Surface (%),2-Family Min. # Parking Spaces Per Studio or 1BR,2-Family Min. # Parking Spaces Per 2+ BR,2-Family Max. Height (# of stories),2-Family Max. Height (# of feet),2-Family Floor to Area Ratio,2-Family Min. Unit Size (SF),3-Family Affordable Housing Only,3-Family Elderly Housing Only,3-Family Min. Lot (ACRES),3-Family Max. Density (UNITS/ACRE),3-Family Front Setback (# of feet),3-Family Side Setback (# of feet),3-Family Rear Setback (# of feet),3-Family Max. Lot Coverage - Buildings (%),3-Family Max. Lot Coverage - Buildings & Impervious Surface (%),3-Family Min. # Parking Spaces Per Studio or 1BR,3-Family Min. # Parking Spaces Per 2+ BR,3-Family Connection to Sewer and/or Water Required,3-Family Connection or Proximity to Public Transit Required,3-Family Max. Height (# of stories),3-Family Max. Height (# of feet),3-Family Floor to Area Ratio,3-Family Min. Unit Size (SF),3-Family Max. # Bedrooms Per Unit,4+-Family Affordable Housing Only,4+-Family Elderly Housing Only,4+-Family Min. Lot (ACRES),4+-Family Max. Density (UNITS/ACRE),4+-Family Front Setback (# of feet),4+-Family Side Setback (# of feet),4+-Family Rear Setback (# of feet),4+-Family Max. Lot Coverage - Buildings (%),4+-Family Max. Lot Coverage - Buildings & Impervious Surface (%),4+-Family Min. # Parking Spaces Per Studio or 1BR,4+-Family Min. # Parking Spaces Per 2+ BR,4+-Family Connection to Sewer and/or Water Required,4+-Family Connection or Proximity to Public Transit Required,4+-Family Max. Height (# of stories),4+-Family Max. Height (# of feet),4+-Family Floor to Area Ratio,4+-Family Min. Unit Size (SF),4+-Family Max. # Bedrooms Per Unit,4+-Family Max. # Units Per Building,Affordable Housing (AH) Treatment,AH - Definition,AH - Elderly Housing Only,AH Min. Lot (ACRES),AH Max. Density (UNITS/ACRE),AH Min. # Parking Spaces Per Studio or 1BR,AH Min. # Parking Spaces Per 2+ BR,AH Connection to Sewer and/or Water Required,AH Connection or Proximity to Public Transit Required,AH Min. Unit Size (SF),AH Max. # Bedrooms Per Unit,AH Max. # Units Per  Building,Accessory Dwelling Unit (ADU) Treatment,ADU Employee or Family Occupancy Required,ADU Renter Occupancy Prohibited,ADU Owner Occupancy Required,ADU Elderly Housing Only,ADU Min. Lot (acres),ADU Min. # Parking Spaces (Additional to Main Unit),"ADU Restricted to Only Primary Structure (i.e., No Outbuildings like Garages)",ADU Max. Size (% of Main Unit),ADU Max. Size (SF),ADU Max. # Bedrooms Per Unit,Planned Residential Development (PRD) Treatment,Mobile or Manufactured Home Park (Y/N),PRD Min. Lot (Acres),PRD Max. Density (Units/Acre),PRD Max. # Units Per Development,Special Notes,Tooltip Notes,AduMaxSizeLimit,1MUS,2MUS,3MUS,4MUS,MUS,1MLS,2MLS,3MLS,4MLS,1E,2E,3E,4E,AEld,PK
10,HI--HONOLULU--APARTMIX,HI,Honolulu,ApartMix,36.986242840161374,0.06665074459714228,36.919592095564234,HI,Honolulu,Honolulu,ApartMix,APARTMIX Apartment Mixed Use Subprecinct (Waikiki Special District),Yes,Yes,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.17,,,,50%,None,1 per dwelling or lodging unit,,"Baseline: 40 ft

10 more feet per additional foot of height setback",,,No,No,0.17,,,,,50%,None,1 per dwelling or lodging unit,,,,,,No,No,0.17,,,,,,,,,,,,,,,,No,No,0.17,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,B,B,B,B,No,No,No,No,No,1 per dwelling or lodging unit for 1-family; 1 per dwelling or lodging unit for 2-family (per studio/1br)
11,HI--HONOLULU--B1,HI,Honolulu,B-1,414.52493754896597,13.271572618170543,401.25336493079544,HI,Honolulu,Honolulu,B-1,B-1 Business - Neighborhood,Yes,No,No,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prohibited,,,,,,,,,,,,Allowed/Conditional,Yes,No,No,No,,1 per unit plus any required by business type,None,,None,None,Prohibited,,,,,,,True,False,False,False,False,False,A,A,A,A,No,No,No,No,No,
12,HI--HONOLULU--B2,HI,Honolulu,B-2,1766.133172882914,124.94247528943946,1641.1906975934746,HI,Honolulu,Honolulu,B-2,B-2 Business - Community,Yes,No,No,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prohibited,,,,,,,,,,,,Allowed/Conditional,Yes,No,No,No,,1 per unit plus any required by business type,None,,None,None,Prohibited,,,,,,,True,False,False,False,False,False,A,A,A,A,No,No,No,No,No,
13,HI--HONOLULU--BMX3,HI,Honolulu,BMX-3,1711.8912861337526,434.5752277148269,1277.3160584189256,HI,Honolulu,Honolulu,BMX-3,BMX-3 Business Mixed Use - Community,Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.115,"10, unless zoning lot adjoins an R-, A-, or AMX- district and forms a continuous yard, in which case for at least the first 100 feet of the lot line, the setback will conform to that of the adjoining district",5,5,None,None,"2 per unit up to 3,249 square feet of floor area
3 per unit from 3,250 to 3,999 square feet of floor area
4 per unit from 4,000 to 4,749 square feet of floor rea
1 additional for each 750 square feet of floor area over 4,000 square feet",,"Baseline: 40 plus

10 more feet per additional foot of uniform, sloping height setback from 40 ft up to height ""shown on zoning maps"": https://honolulu-cchnl.opendata.arcgis.com/datasets/cchnl::zoning-map-height-limit/explore?location=21.302458%2C-157.847074%2C14.88","2.5, plus 5 square ft/1 square ft of public open space and 3 square ft/1 square ft of arcade area up to 3.5 FAR",None,No,No,0.115,None,"10, unless zoning lot adjoins an R-, A-, or AMX- district and forms a continuous yard, in which case for at least the first 100 feet of the lot line, the setback will conform to that of the adjoining district","5, except if adjoining another duplex lot, in which case the setback is 0 along the common wall","5, except if adjoining another duplex lot, in which case the setback is 0 along the common wall",None,None,"2 per unit up to 3,249 square feet of floor area
3 per unit from 3,250 to 3,999 square feet of floor area
4 per unit from 4,000 to 4,749 square feet of floor rea
1 additional for each 750 square feet of floor area over 4,000 square feet","2 per unit up to 3,249 square feet of floor area
3 per unit from 3,250 to 3,999 square feet of floor area
4 per unit from 4,000 to 4,749 square feet of floor rea
1 additional for each 750 square feet of floor area over 4,000 square feet",,"Baseline: 40 

10 more feet per additional foot of uniform, sloping height setback from 40 ft up to height ""shown on zoning maps"": https://honolulu-cchnl.opendata.arcgis.com/datasets/cchnl::zoning-map-height-limit/explore?location=21.302458%2C-157.847074%2C14.88","2.5, plus 5 square ft/1 square ft of public open space and 3 square ft/1 square ft of arcade area up to 3.5 FAR",None,No,No,0.115,,"10, unless zoning lot adjoins an R-, A-, or AMX- district and forms a continuous yard, in which case for at least the first 100 feet of the lot line, the setback will conform to that of the adjoining district",10,10,None,None,"1 per <600 square ft unit
1.5 per >600, <800 square ft unit
2 per >800 square ft unit
+ 1 extra per every 10 units","1 per <600 square ft unit
1.5 per >600, <800 square ft unit
2 per >800 square ft unit
+ 1 extra per every 10 units",No,No,N/a,"Baseline: 40 

10 more feet per additional foot of uniform, sloping height setback from 40 ft up to height ""shown on zoning maps"": https://honolulu-cchnl.opendata.arcgis.com/datasets/cchnl::zoning-map-height-limit/explore?location=21.302458%2C-157.847074%2C14.88","2.5, plus 5 square ft/1 square ft of public open space and 3 square ft/1 square ft of arcade area up to 3.5 FAR",None,None,No,No,0.115,,"10, unless zoning lot adjoins an R-, A-, or AMX- district and forms a continuous yard, in which case for at least the first 100 feet of the lot line, the setback will conform to that of the adjoining district",10,10,None,None,"1 per <600 square ft unit
1.5 per >600, <800 square ft unit
2 per >800 square ft unit
+ 1 extra per every 10 units","1 per <600 square ft unit
1.5 per >600, <800 square ft unit
2 per >800 square ft unit
+ 1 extra per every 10 units",No,No,N/a,"Baseline: 40 

10 more feet per additional foot of uniform, sloping height setback from 40 ft up to height ""shown on zoning maps"": https://honolulu-cchnl.opendata.arcgis.com/datasets/cchnl::zoning-map-height-limit/explore?location=21.302458%2C-157.847074%2C14.88

When a BMX-3 district borders a residential, A-1, or AMX-1 district, the setback will begin at the buildable area boundary line on the side of the lot adjoining the neighboring district","2.5, plus 5 square ft/1 square ft of public open space and 3 square ft/1 square ft of arcade area up to 3.5 FAR",None,None,None,Not Mentioned,,,,,,,,,,,,Prohibited,,,,,,,,,,,Prohibited,No,,,,,,False,True,True,True,True,True,B,B,B,B,No,No,No,No,No,"2 per unit up to 3,249 square feet of floor area
3 per unit from 3,250 to 3,999 square feet of floor area
4 per unit from 4,000 to 4,749 square feet of floor rea
1 additional for each 750 square feet of floor area over 4,000 square feet for 1-family; 2 per unit up to 3,249 square feet of floor area
3 per unit from 3,250 to 3,999 square feet of floor area
4 per unit from 4,000 to 4,749 square feet of floor rea
1 additional for each 750 square feet of floor area over 4,000 square feet for 2-family (total); 2 per unit up to 3,249 square feet of floor area
3 per unit from 3,250 to 3,999 square feet of floor area
4 per unit from 4,000 to 4,749 square feet of floor rea
1 additional for each 750 square feet of floor area over 4,000 square feet for 2-family (per studio/1br); 1 per <600 square ft unit
1.5 per >600, <800 square ft unit
2 per >800 square ft unit
+ 1 extra per every 10 units for 3-family (total); 1 per <600 square ft unit
1.5 per >600, <800 square ft unit
2 per >800 square ft unit
+ 1 extra per every 10 units for 3-family (per studio/1br); 1 per <600 square ft unit
1.5 per >600, <800 square ft unit
2 per >800 square ft unit
+ 1 extra per every 10 units for 4+ family (total); 1 per <600 square ft unit
1.5 per >600, <800 square ft unit
2 per >800 square ft unit
+ 1 extra per every 10 units for 2+ family (per studio/1br)"
14,HI--HONOLULU--BMX4,HI,Honolulu,BMX-4,164.15965715364666,22.94546173777106,141.2141954158756,HI,Honolulu,Honolulu,BMX-4,BMX-4 Business Mixed Use - Central,Yes,No,No,Mixed with Residential,No,No,Prohibited,Prohibited,Allowed/Conditional,Allowed/Conditional,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,0.115,,"5, unless zoning lot adjoins an R-, A-, or AMX- district and forms a continuous yard, in which case for at least the first 100 feet of the lot line, the setback will conform to that of the adjoining district; or 0 above 12 feet provided required yard area is compensated elsewhere on the property as open space or an arcade","0, unless side or rear setback adjoins an R-, A-, or AMX- district, in which case the setback will conform to that of the adjoining district","0, unless side or rear setback adjoins an R-, A-, or AMX- district, in which case the setback will conform to that of the adjoining district",None,None,1 per dwelling unit,1 per dwelling unit,No,No,,"Baseline: no higher than the height stated in this map—https://honolulu-cchnl.opendata.arcgis.com/datasets/cchnl::zoning-map-height-limit/explore?location=21.302458%2C-157.847074%2C14.88

where for at least 50% of contiguous street frontage, the structure cannot exceed a height that is intersected by a plane over the buildable area that makes an angle of 65 degrees with the horizontal at ground elevation at the center line of the street

and if above 350 feet, has been approved according to the major permit protocol, which includes a public hearing

and if bordering a residential, apartment, AMX, or resort district, on the side of the lot adjoining the neighboring district, no higher than the height setback of the adjoining district at the edge of the buildable area boundary line","4.0, plus 10 square ft/1 square ft of public open space below 350 ft or 7 square ft above 350 ft, and 5 square ft/1 square ft of arcade up to 7.5 FAR",None,None,No,No,0.115,,"5, unless zoning lot adjoins an R-, A-, or AMX- district and forms a continuous yard, in which case for at least the first 100 feet of the lot line, the setback will conform to that of the adjoining district; or 0 above 12 feet provided required yard area is compensated elsewhere on the property as open space or an arcade","0, unless side or rear setback adjoins an R-, A-, or AMX- district, in which case the setback will conform to that of the adjoining district","0, unless side or rear setback adjoins an R-, A-, or AMX- district, in which case the setback will conform to that of the adjoining district",None,None,1 per dwelling unit,1 per dwelling unit,No,No,,"Baseline: no higher than the height stated in this map—https://honolulu-cchnl.opendata.arcgis.com/datasets/cchnl::zoning-map-height-limit/explore?location=21.302458%2C-157.847074%2C14.88

where for at least 50% of contiguous street frontage, the structure cannot exceed a height that is intersected by a plane over the buildable area that makes an angle of 65 degrees with the horizontal at ground elevation at the center line of the street

and if above 350 feet, has been approved according to the major permit protocol, which includes a public hearing

and if bordering a residential, apartment, AMX, or resort district, on the side of the lot adjoining the neighboring district, no higher than the height setback of the adjoining district at the edge of the buildable area boundary line","4.0, plus 10 square ft/1 square ft of public open space below 350 ft or 7 square ft above 350 ft, and 5 square ft/1 square ft of arcade up to 7.5 FAR",None,None,None,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,Yes,No,No,No,,1 per unit plus any required by business type,None,,None,None,Prohibited,No,,,,,,True,False,False,True,True,True,A,A,B,B,No,No,No,No,No,1 per dwelling unit for 3-family (total); 1 per dwelling unit for 3-family (per studio/1br); 1 per dwelling unit for 4+ family (total); 1 per dwelling unit for 2+ family (per studio/1br)
15,HI--HONOLULU--C,HI,Honolulu,C,3254.39900275669,94.0049875211525,3160.3940152355376,HI,Honolulu,Honolulu,C,C Country,Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,1,15,10,10,"25%, for nonagricultural structures","None, ""Building area"" includes ""all-weather surfaces"", which are basically roads or concrete pads for building on, but do not include all impervious surfaces","Excluding carport or garage areas: 
2 per unit up to 3,249 square feet of floor area
3 per unit from 3,250 to 3,999 square feet of floor area
4 per unit from 4,000 to 4,749 square feet of floor rea
1 additional for each 750 square feet of floor area over 4,000 square feet",,"Baseline: 15 ft    

If w/ height setbacks:  25 ft, set back from every side
and rear buildable area boundary line one foot for each two feet of additional height above 15 feet 

Except if lot has a slope of 15 degrees or greater, in which case the maximum height varies from 20 feet at the edge of the buildable area along to up to 30 feet along a line measured 60 degrees from the horizontal top of the 20 foot heigh.",None,None,No,No,1.0,,15,10,10,"25%, for nonagricultural structures","None, ""Building area"" includes ""all-weather surfaces"", which are basically roads or concrete pads for building on, but do not include all impervious surfaces","Excluding carport or garage areas: 
2 per unit up to 3,249 square feet
3 per unit from 3,250 to 3,999 square feet
4 per unit from 4,000 to 4,749 square feet
1 additional for each 750 square feet over 4,000 square feet",,,"Baseline: 15 ft    

If w/ height setbacks:  25 ft, set back from every side
and rear buildable area boundary line one foot for each two feet of additional height above 15 feet 

Except if lot has a slope of 15 degrees or greater, in which case the maximum height varies from 20 feet at the edge of the buildable area along to up to 30 feet along a line measured 60 degrees from the horizontal top of the 20 foot heigh.",None,None,No,No,3,1,10/dwelling lot,5/dwelling lot,5/dwelling lot,"25%, for nonagricultural structures","None, ""Building area"" includes ""all-weather surfaces"", which are basically roads or concrete pads for building on, but do not include all impervious surfaces",specified in the approval of the country cluster (PRD) plan,specified in the approval of the country cluster (PRD) plan,Yes,No,,"Baseline: 15 ft    

If w/ height setbacks:  25 ft, set back from every side
and rear buildable area boundary line one foot for each two feet of additional height above 15 feet 

Except if lot has a slope of 15 degrees or greater, in which case the maximum height varies from 20 feet at the edge of the buildable area along to up to 30 feet along a line measured 60 degrees from the horizontal top of the 20 foot heigh.",None,None,None,No,No,3,1,10/dwelling lot,5/dwelling lot,5/dwelling lot,"25%, for nonagricultural structures","None, ""Building area"" includes ""all-weather surfaces"", which are basically roads or concrete pads for building on, but do not include all impervious surfaces",specified in the approval of the country cluster (PRD) plan,specified in the approval of the country cluster (PRD) plan,Yes,No,,"Baseline: 15 ft    

If w/ height setbacks:  25 ft, set back from every side
and rear buildable area boundary line one foot for each two feet of additional height above 15 feet 

Except if lot has a slope of 15 degrees or greater, in which case the maximum height varies from 20 feet at the edge of the buildable area along to up to 30 feet along a line measured 60 degrees from the horizontal top of the 20 foot heigh.",None,None,None,4,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,No,No,Yes,No,0.0803,"1, unless ADU is w/in one half-mile of a rail transit station, in which case, 0",No,,"400 for lots under 5000 square feet
800 for lots of or over 5000 square feet",None,Allowed/Conditional,No,3.0,1.0,None,,,True,True,True,True,True,True,D,D,E,E,No,No,No,No,No,"Excluding carport or garage areas: 
2 per unit up to 3,249 square feet of floor area
3 per unit from 3,250 to 3,999 square feet of floor area
4 per unit from 4,000 to 4,749 square feet of floor rea
1 additional for each 750 square feet of floor area over 4,000 square feet for 1-family; Excluding carport or garage areas: 
2 per unit up to 3,249 square feet
3 per unit from 3,250 to 3,999 square feet
4 per unit from 4,000 to 4,749 square feet
1 additional for each 750 square feet over 4,000 square feet for 2-family (per studio/1br); specified in the approval of the country cluster (PRD) plan for 3-family (total); specified in the approval of the country cluster (PRD) plan for 3-family (per studio/1br); specified in the approval of the country cluster (PRD) plan for 4+ family (total); specified in the approval of the country cluster (PRD) plan for 2+ family (per studio/1br)"
16,HI--HONOLULU--F1,HI,Honolulu,F-1,38575.72119996372,37009.83136559952,1565.8898343641995,HI,Honolulu,Honolulu,F-1,F-1 Preservation - Military and federal,Yes,No,No/tbd,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Prohibited,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,A,A,A,A,No,No,No,No,No,
17,HI--HONOLULU--I1,HI,Honolulu,I-1,234.47831372825982,6.746548061853026,227.7317656664068,HI,Honolulu,Honolulu,I-1,I-1 Industrial - Limited,Yes,No,No,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,Yes,No,No,No,,1 per unit plus any required by business type,None,,None,None,Prohibited,,,,,,,True,False,False,False,False,False,A,A,A,A,No,No,No,No,No,
18,HI--HONOLULU--I2,HI,Honolulu,I-2,6134.379403209734,2844.545105109086,3289.834298100648,HI,Honolulu,Honolulu,I-2,I-2 Industrial - Intensive,Yes,No,No,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,Yes,No,No,No,,1 per unit plus any required by business type,None,,None,None,Prohibited,,,,,,,True,False,False,False,False,False,A,A,A,A,No,No,No,No,No,
19,HI--HONOLULU--I3,HI,Honolulu,I-3,896.2039422690826,712.7582770262945,183.4456652427881,HI,Honolulu,Honolulu,I-3,I-3 Industrial - Waterfront,Yes,No,No,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,Yes,No,No,No,,1 per unit plus any required by business type,None,,None,None,Prohibited,,,,,,,True,False,False,False,False,False,A,A,A,A,No,No,No,No,No,
20,HI--HONOLULU--IMX1,HI,Honolulu,IMX-1,1178.960112896944,116.97821231109442,1061.9819005858496,HI,Honolulu,Honolulu,IMX-1,IMX-1 Industrial-Commercial Mixed Use,Yes,No,No,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,Yes,No,No,No,,1 per unit plus any required by business type,None,,None,None,Prohibited,,,,,,,True,False,False,False,False,False,A,A,A,A,No,No,No,No,No,
21,HI--HONOLULU--KAK,HI,Honolulu,Kak,618.2401771471698,232.43708294542074,385.80309420174905,HI,Honolulu,Honolulu,Kak,KAK State Jurisdiction: Kakaako Community Development (Admin. by HCDA),Yes,Yes,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.22956841,,,,,,,,,,,No,No,0.22956841,,,,,,,,,,,,,No,No,0.22956841,,,,,,,,,,,,,,,,No,No,0.22956841,,,,,,,,,,,,,,,,,Allowed/Conditional,,,,,,,,,,,,Allowed/Conditional,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,B,B,B,B,No,No,No,No,No,
22,HI--HONOLULU--MU,HI,Honolulu,MU,1.1619341793423885,0.0,1.1619341793423885,HI,Honolulu,Honolulu,MU,MU Mixed Use Precinct (Kakaako Special Design District),Yes,Yes,No,Mixed with Residential,No,No,Prohibited,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.22956841,,,,,,,,,,,No,No,0.22956841,,,,,,,,,,,,,No,No,0.22956841,,,,,,,,,,,,,,,,No,No,0.22956841,,,,,,,,,,,,,,,,,Not Mentioned,,,,,,,,,,,,Allowed/Conditional,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,B,B,B,B,No,No,No,No,No,
